reviews,Cleaned_Reviews,original_tokens,POS tagged,Lemma,Sentiment,Analysis
"  Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow. Flight was delayed from Bucharest because of ATC strike. Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight. Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage (it’s a common problem with BA at Heathrow). I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day. There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR. No accommodation offered and had to sleep in a very cold airport. I asked for compensation and they sent me a long text with the same lame excuses that they are sorry, but they will not compensate anything.  I can’t imagine a worst airline than BA regarding customer care. It is not about money here but rather than the way they treat customers. It is the last time in my lifetime that I will be flying this joke of an airline.",Booked a flight from Bucharest to Manchester with a 2h 45 layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage its a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10 food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything I cant imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,,"[('Booked', 'v'), ('flight', 'n'), ('Bucharest', 'n'), ('Manchester', 'n'), ('2h', None), ('45', None), ('layover', 'n'), ('Heathrow', 'n'), ('Flight', 'n'), ('delayed', 'v'), ('Bucharest', 'n'), ('ATC', 'n'), ('strike', 'n'), ('Arrived', 'n'), ('Heathrow', 'n'), ('40', None), ('minutes', 'n'), ('later', 'r'), ('scheduled', 'v'), ('still', 'r'), ('enough', 'a'), ('time', 'n'), ('catch', 'v'), ('connecting', 'v'), ('flight', 'n'), ('Unfortunately', 'r'), ('stranded', 'v'), ('plane', 'n'), ('waited', 'v'), ('long', 'a'), ('time', 'n'), ('disembark', 'v'), ('plane', 'n'), ('due', 'a'), ('lack', 'v'), ('staff', 'n'), ('slot', 'n'), ('shortage', 'n'), ('common', 'a'), ('problem', 'n'), ('BA', 'n'), ('Heathrow', 'n'), ('missed', 'v'), ('connecting', 'n'), ('flight', 'n'), ('delays', 'n'), ('told', 'v'), ('wait', 'v'), ('night', 'n'), ('freezing', 'a'), ('airport', 'n'), ('first', 'a'), ('flight', 'n'), ('next', 'a'), ('day', 'n'), ('shameful', 'a'), ('10', None), ('food', 'n'), ('voucher', 'n'), ('joke', 'n'), ('considering', 'v'), ('ridiculous', 'a'), ('prices', 'n'), ('LHR', 'n'), ('accommodation', 'n'), ('offered', 'v'), ('sleep', 'v'), ('cold', 'a'), ('airport', 'n'), ('asked', 'v'), ('compensation', 'n'), ('sent', 'v'), ('long', 'a'), ('text', 'n'), ('lame', 'n'), ('excuses', 'v'), ('sorry', 'a'), ('compensate', 'v'), ('anything', 'n'), ('cant', 'v'), ('imagine', 'v'), ('worst', 'a'), ('airline', 'n'), ('BA', 'n'), ('regarding', 'v'), ('customer', 'n'), ('care', 'n'), ('money', 'n'), ('rather', 'r'), ('way', 'n'), ('treat', 'v'), ('customers', 'n'), ('last', 'a'), ('time', 'n'), ('lifetime', 'n'), ('flying', 'v'), ('joke', 'n'), ('airline', 'n')]",booked flight Bucharest Manchester 2h 45 layover Heathrow Flight delay Bucharest ATC strike arrive Heathrow 40 minute later schedule still enough time catch connect flight unfortunately strand plane wait long time disembark plane due lack staff slot shortage common problem BA Heathrow miss connect flight delay tell wait night freeze airport first flight next day shameful 10 food voucher joke consider ridiculous price LHR accommodation offer sleep cold airport ask compensation send long text lame excuse sorry compensate anything can not imagine bad airline BA regard customer care money rather way treat customer last time lifetime fly joke airline,-0.85,Negative
"  Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different. I was informed of this prior to departure so could amend. Bag drop at MAN T3 wasn't smooth but I suspect that was MAN fault. Shuttle boarding was slow and delayed meaning a rush at LHR T5. The flight to CPT was full but we left more or less on time. The cabin was clean and PE was what we expected, sufficient leg and arm room plus a few little perks with drinks. Only complaint is the seats actually recline too far. Staff were very good during the first few hours of service, especially George. Food was quite tasty but one option wasn't loaded. Breakfast was also quite tasty and we landed on time. The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into, likely at CPT. All in all a pleasant surprise.",Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different I was informed of this prior to departure so could amend Bag drop at MAN T3 wasnt smooth but I suspect that was MAN fault Shuttle boarding was slow and delayed meaning a rush at LHR T5 The flight to CPT was full but we left more or less on time The cabin was clean and PE was what we expected sufficient leg and arm room plus a few little perks with drinks Only complaint is the seats actually recline too far Staff were very good during the first few hours of service especially George Food was quite tasty but one option wasnt loaded Breakfast was also quite tasty and we landed on time The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into likely at CPT All in all a pleasant surprise,,"[('Booked', 'v'), ('online', 'a'), ('months', 'n'), ('ago', 'r'), ('hitch', 'n'), ('replacement', 'n'), ('aircraft', 'n'), ('meaning', 'v'), ('chosen', 'v'), ('seats', 'n'), ('different', 'a'), ('informed', 'v'), ('prior', 'a'), ('departure', 'v'), ('could', None), ('amend', 'v'), ('Bag', 'n'), ('drop', 'n'), ('MAN', 'n'), ('T3', 'n'), ('wasnt', 'v'), ('smooth', 'a'), ('suspect', 'v'), ('MAN', 'n'), ('fault', 'n'), ('Shuttle', 'n'), ('boarding', 'n'), ('slow', 'a'), ('delayed', 'a'), ('meaning', 'v'), ('rush', 'n'), ('LHR', 'n'), ('T5', 'n'), ('flight', 'n'), ('CPT', 'n'), ('full', 'a'), ('left', 'v'), ('less', 'r'), ('time', 'n'), ('cabin', 'n'), ('clean', 'a'), ('PE', 'n'), ('expected', 'v'), ('sufficient', 'a'), ('leg', 'n'), ('arm', 'n'), ('room', 'n'), ('plus', None), ('little', 'a'), ('perks', 'n'), ('drinks', 'n'), ('complaint', 'n'), ('seats', 'n'), ('actually', 'r'), ('recline', 'v'), ('far', 'r'), ('Staff', 'n'), ('good', 'a'), ('first', 'a'), ('hours', 'n'), ('service', 'n'), ('especially', 'r'), ('George', 'n'), ('Food', 'n'), ('quite', 'r'), ('tasty', 'a'), ('one', None), ('option', 'n'), ('wasnt', 'n'), ('loaded', 'v'), ('Breakfast', 'n'), ('also', 'r'), ('quite', 'r'), ('tasty', 'a'), ('landed', 'v'), ('time', 'n'), ('fly', 'n'), ('ointment', 'n'), ('cases', 'n'), ('arrived', 'v'), ('late', 'r'), ('carousel', 'n'), ('later', 'r'), ('notice', 'v'), ('broken', 'v'), ('likely', 'a'), ('CPT', 'n'), ('pleasant', 'a'), ('surprise', 'n')]",book online month ago hitch replacement aircraft mean choose seat different informed prior departure could amend Bag drop MAN t3 be not smooth suspect MAN fault Shuttle boarding slow delay mean rush LHR T5 flight CPT full leave less time cabin clean PE expect sufficient leg arm room plus little perk drink complaint seat actually recline far Staff good first hour service especially George Food quite tasty one option be not load Breakfast also quite tasty land time fly ointment case arrive late carousel later notice break likely CPT pleasant surprise,0.5248,Positive
"  The flight was on time. The crew were polite. It was the same story on my outward flight. I find that BA in Europe is generally pretty good, though I regret that they have substituted Prosecco for Champagne on the list of drinks you can buy in economy! So many complaints about BA and other airlines revolve around lost luggage that I never check in bags, even for long trips.",The flight was on time The crew were polite It was the same story on my outward flight I find that BA in Europe is generally pretty good though I regret that they have substituted Prosecco for Champagne on the list of drinks you can buy in economy So many complaints about BA and other airlines revolve around lost luggage that I never check in bags even for long trips,,"[('flight', 'n'), ('time', 'n'), ('crew', 'n'), ('polite', 'a'), ('story', 'n'), ('outward', 'a'), ('flight', 'n'), ('find', 'v'), ('BA', 'n'), ('Europe', 'n'), ('generally', 'r'), ('pretty', 'r'), ('good', 'a'), ('though', None), ('regret', 'v'), ('substituted', 'v'), ('Prosecco', 'n'), ('Champagne', 'n'), ('list', 'n'), ('drinks', 'n'), ('buy', 'v'), ('economy', 'n'), ('many', 'a'), ('complaints', 'n'), ('BA', 'n'), ('airlines', 'n'), ('revolve', 'v'), ('around', None), ('lost', 'v'), ('luggage', 'n'), ('never', 'r'), ('check', 'v'), ('bags', 'n'), ('even', 'r'), ('long', 'a'), ('trips', 'n')]",flight time crew polite story outward flight find BA Europe generally pretty good though regret substitute Prosecco Champagne list drink buy economy many complaint BA airline revolve around lose luggage never check bag even long trip,0.1531,Neutral
"  Angry, disappointed, and unsatisfied. My route was from London to Atlanta. My suitcase was not boarded, therefore not landed with me. For both comfort and safety reason, a bag always fly with its passenger and that did not happen. Claims and few phone calls were made by desk assistants who answered my questions unprofessionally and miserably. Certainly, I was left with nothing but my backpack which contained not more than few snacks. Neither clothes nor anything else was ever provided as an apology. Meanwhile, I was also told that my bag would have been delivered through the next 24 hours which also did not happen. British Airways is a great airline to fly with but its organization, when it comes to customer service, is poor and uncertain. Still waiting for my bag.",Angry disappointed and unsatisfied My route was from London to Atlanta My suitcase was not boarded therefore not landed with me For both comfort and safety reason a bag always fly with its passenger and that did not happen Claims and few phone calls were made by desk assistants who answered my questions unprofessionally and miserably Certainly I was left with nothing but my backpack which contained not more than few snacks Neither clothes nor anything else was ever provided as an apology Meanwhile I was also told that my bag would have been delivered through the next 24 hours which also did not happen British Airways is a great airline to fly with but its organization when it comes to customer service is poor and uncertain Still waiting for my bag,,"[('Angry', 'n'), ('disappointed', 'v'), ('unsatisfied', 'a'), ('route', 'n'), ('London', 'n'), ('Atlanta', 'n'), ('suitcase', 'n'), ('boarded', 'v'), ('therefore', 'r'), ('landed', 'v'), ('comfort', 'n'), ('safety', 'n'), ('reason', 'n'), ('bag', 'n'), ('always', 'r'), ('fly', 'v'), ('passenger', 'n'), ('happen', 'v'), ('Claims', 'n'), ('phone', 'n'), ('calls', 'n'), ('made', 'v'), ('desk', 'n'), ('assistants', 'n'), ('answered', 'v'), ('questions', 'n'), ('unprofessionally', 'r'), ('miserably', 'r'), ('Certainly', 'n'), ('left', 'v'), ('nothing', 'n'), ('backpack', 'n'), ('contained', 'v'), ('snacks', 'n'), ('Neither', None), ('clothes', 'n'), ('anything', 'n'), ('else', 'r'), ('ever', 'r'), ('provided', 'v'), ('apology', 'n'), ('Meanwhile', 'r'), ('also', 'r'), ('told', 'v'), ('bag', 'n'), ('would', None), ('delivered', 'v'), ('next', 'a'), ('24', None), ('hours', 'n'), ('also', 'r'), ('happen', 'v'), ('British', 'n'), ('Airways', 'n'), ('great', 'a'), ('airline', 'n'), ('fly', 'v'), ('organization', 'n'), ('comes', 'v'), ('customer', 'n'), ('service', 'n'), ('poor', 'a'), ('uncertain', 'a'), ('Still', 'r'), ('waiting', 'v'), ('bag', 'n')]",angry disappoint unsatisfied route London Atlanta suitcase board therefore land comfort safety reason bag always fly passenger happen claim phone call make desk assistant answer question unprofessionally miserably certainly leave nothing backpack contain snack neither clothe anything else ever provide apology meanwhile also tell bag would deliver next 24 hour also happen British Airways great airline fly organization come customer service poor uncertain still wait bag,-0.6486,Negative
"  As an infrequent flyer, British Airways was always my first choice. With some reassurance and comfort of service, quality, luggage allowance etc. In fact I’ve never flown with the budget airlines. My most recent flight has now changed my view and causes me to reflect on what am I actually getting for my money and is BA what they once were. While the flights were around an hour delayed both ways, the cabin and ground staff service were ok. It is the facilities (or lack of) that I am most disappointed by. The flight was Approx 4 and a half hours and the only thing offered was a half cup of water that was poured out and a bite sized banana slice of cake. In fact on my return journey I wasn’t even offered the water! To top it off BA no longer have a media screen from which you can select something to pass the time away. There wasn’t even the obligatory flight journey. The WiFi was poor. I couldn’t even access the shop. However, for a fee so much more was available. This explains BAs record profit of £1.52bn. So, the question is, what am I paying for? I will now for sure opt for the budget airlines. They are transparent with what they offer and what you have to pay for, which I can decide to choose or not. As BA now stands for Basic Airways I’ll go elsewhere and get basic for cheaper.",As an infrequent flyer British Airways was always my first choice With some reassurance and comfort of service quality luggage allowance etc In fact Ive never flown with the budget airlines My most recent flight has now changed my view and causes me to reflect on what am I actually getting for my money and is BA what they once were While the flights were around an hour delayed both ways the cabin and ground staff service were ok It is the facilities or lack of that I am most disappointed by The flight was Approx 4 and a half hours and the only thing offered was a half cup of water that was poured out and a bite sized banana slice of cake In fact on my return journey I wasnt even offered the water To top it off BA no longer have a media screen from which you can select something to pass the time away There wasnt even the obligatory flight journey The WiFi was poor I couldnt even access the shop However for a fee so much more was available This explains BAs record profit of 152bn So the question is what am I paying for I will now for sure opt for the budget airlines They are transparent with what they offer and what you have to pay for which I can decide to choose or not As BA now stands for Basic Airways Ill go elsewhere and get basic for cheaper,,"[('infrequent', 'a'), ('flyer', 'n'), ('British', 'n'), ('Airways', 'n'), ('always', 'r'), ('first', 'a'), ('choice', 'n'), ('reassurance', 'n'), ('comfort', 'n'), ('service', 'n'), ('quality', 'n'), ('luggage', 'n'), ('allowance', 'n'), ('etc', 'n'), ('fact', 'n'), ('Ive', 'n'), ('never', 'r'), ('flown', 'v'), ('budget', 'n'), ('airlines', 'n'), ('recent', 'a'), ('flight', 'n'), ('changed', 'v'), ('view', 'n'), ('causes', 'v'), ('reflect', 'v'), ('actually', 'r'), ('getting', 'v'), ('money', 'n'), ('BA', 'n'), ('flights', 'n'), ('around', None), ('hour', 'n'), ('delayed', 'v'), ('ways', 'n'), ('cabin', 'n'), ('ground', 'n'), ('staff', 'n'), ('service', 'n'), ('ok', 'a'), ('facilities', 'n'), ('lack', 'n'), ('disappointed', 'a'), ('flight', 'n'), ('Approx', 'n'), ('4', None), ('half', 'a'), ('hours', 'n'), ('thing', 'n'), ('offered', 'v'), ('half', 'a'), ('cup', 'n'), ('water', 'n'), ('poured', 'v'), ('bite', 'a'), ('sized', 'a'), ('banana', 'n'), ('slice', 'n'), ('cake', 'n'), ('fact', 'n'), ('return', 'n'), ('journey', 'n'), ('wasnt', 'v'), ('even', 'r'), ('offered', 'v'), ('water', 'n'), ('top', 'v'), ('BA', 'n'), ('longer', 'r'), ('media', 'n'), ('screen', 'n'), ('select', 'v'), ('something', 'n'), ('pass', 'v'), ('time', 'n'), ('away', 'r'), ('wasnt', 'a'), ('even', 'r'), ('obligatory', 'n'), ('flight', 'n'), ('journey', 'n'), ('WiFi', 'n'), ('poor', 'a'), ('couldnt', 'v'), ('even', 'r'), ('access', 'n'), ('shop', 'n'), ('However', 'r'), ('fee', 'n'), ('much', 'r'), ('available', 'a'), ('explains', 'v'), ('BAs', 'n'), ('record', 'n'), ('profit', 'n'), ('152bn', None), ('question', 'n'), ('paying', 'v'), ('sure', 'a'), ('opt', 'n'), ('budget', 'n'), ('airlines', 'n'), ('transparent', 'a'), ('offer', 'v'), ('pay', 'v'), ('decide', 'v'), ('choose', 'v'), ('BA', 'n'), ('stands', 'v'), ('Basic', 'n'), ('Airways', 'n'), ('Ill', 'n'), ('go', 'v'), ('elsewhere', 'r'), ('get', 'v'), ('basic', 'a'), ('cheaper', 'a')]",infrequent flyer British Airways always first choice reassurance comfort service quality luggage allowance etc fact I ve never fly budget airline recent flight change view cause reflect actually get money ba flight around hour delay way cabin ground staff service ok facility lack disappointed flight Approx 4 half hour thing offer half cup water pour bite sized banana slice cake fact return journey be not even offer water top BA long medium screen select something pass time away be not even obligatory flight journey WiFi poor could not even access shop however fee much available explain bas record profit 152bn question pay sure opt budget airline transparent offer pay decide choose BA stand Basic Airways Ill go elsewhere get basic cheap,-0.296,Negative
"  A totally unremarkable flight, on time, as comfortable as European configuration goes. No catering due to the storm - effect greatly exaggerated. This was advised by email, and a euro 15 was provided - not easy to use - but lounge made up for this loss.",A totally unremarkable flight on time as comfortable as European configuration goes No catering due to the storm effect greatly exaggerated This was advised by email and a euro 15 was provided not easy to use but lounge made up for this loss,,"[('totally', 'r'), ('unremarkable', 'a'), ('flight', 'n'), ('time', 'n'), ('comfortable', 'a'), ('European', 'a'), ('configuration', 'n'), ('goes', 'v'), ('catering', 'v'), ('due', 'a'), ('storm', 'n'), ('effect', 'n'), ('greatly', 'r'), ('exaggerated', 'v'), ('advised', 'v'), ('email', 'n'), ('euro', 'a'), ('15', None), ('provided', 'v'), ('easy', 'a'), ('use', 'v'), ('lounge', 'n'), ('made', 'v'), ('loss', 'n')]",totally unremarkable flight time comfortable european configuration go catering due storm effect greatly exaggerated advise email euro 15 provide easy use lounge make loss,0.4951,Neutral
"   1. Ground crew in Heathrow left 60 passengers luggage. We had 3 bags. 2. The Heathrow ground crew left 1 of ours behind after the 1st two were received the next day. 3. The Heathrow ground crew lost our 3rd bag 4 times and we were on the phone with them for over 3 hrs over the course of the week! 4. Due to this, we had to spend $500 on health and beauty items for my wife on our cruise. 5. British Airways said they MIGHT reimburse after 3 months. 6. We had to spend $100 in cab fare to Barcelona because the Bacelona ground crew (Iberia) claimed they had delivered it to us. 7. Heathrow ground crew made us 15 minutes late arriving back into Heathrow after our cruise. We actually landed 10 minutes early, but those incompetent people still were not ready for us. 8. The Heathrow ground crew caused us to leave 45 minutes late even though ALL passengers were boarded and ready 15 minutes before the departure time. This will probably mean we will miss our connection in Anchorage. BA clearly does not care or know how to operate a ground base...shameful. BA is a joke and should be embarrassed they can't operate like a normal airline. They do not grasp the concept that even a small hiccup can cause mass ripples of chaos to other people.",1 Ground crew in Heathrow left 60 passengers luggage We had 3 bags 2 The Heathrow ground crew left 1 of ours behind after the 1st two were received the next day 3 The Heathrow ground crew lost our 3rd bag 4 times and we were on the phone with them for over 3 hrs over the course of the week 4 Due to this we had to spend 500 on health and beauty items for my wife on our cruise 5 British Airways said they MIGHT reimburse after 3 months 6 We had to spend 100 in cab fare to Barcelona because the Bacelona ground crew Iberia claimed they had delivered it to us 7 Heathrow ground crew made us 15 minutes late arriving back into Heathrow after our cruise We actually landed 10 minutes early but those incompetent people still were not ready for us 8 The Heathrow ground crew caused us to leave 45 minutes late even though ALL passengers were boarded and ready 15 minutes before the departure time This will probably mean we will miss our connection in Anchorage BA clearly does not care or know how to operate a ground baseshameful BA is a joke and should be embarrassed they cant operate like a normal airline They do not grasp the concept that even a small hiccup can cause mass ripples of chaos to other people,,"[('1', None), ('Ground', 'n'), ('crew', 'n'), ('Heathrow', 'n'), ('left', 'v'), ('60', None), ('passengers', 'n'), ('luggage', 'n'), ('3', None), ('bags', 'n'), ('2', None), ('Heathrow', 'n'), ('ground', 'n'), ('crew', 'v'), ('left', 'v'), ('1', None), ('behind', None), ('1st', None), ('two', None), ('received', 'v'), ('next', 'a'), ('day', 'n'), ('3', None), ('Heathrow', 'n'), ('ground', 'n'), ('crew', 'v'), ('lost', 'v'), ('3rd', None), ('bag', 'n'), ('4', None), ('times', 'n'), ('phone', 'n'), ('3', None), ('hrs', 'n'), ('course', 'n'), ('week', 'n'), ('4', None), ('Due', 'n'), ('spend', 'v'), ('500', None), ('health', 'n'), ('beauty', 'n'), ('items', 'n'), ('wife', 'n'), ('cruise', 'n'), ('5', None), ('British', 'a'), ('Airways', 'n'), ('said', 'v'), ('MIGHT', 'n'), ('reimburse', 'v'), ('3', None), ('months', 'n'), ('6', None), ('spend', 'v'), ('100', None), ('cab', 'n'), ('fare', 'n'), ('Barcelona', 'n'), ('Bacelona', 'n'), ('ground', 'n'), ('crew', 'v'), ('Iberia', 'n'), ('claimed', 'v'), ('delivered', 'v'), ('us', None), ('7', None), ('Heathrow', 'n'), ('ground', 'n'), ('crew', 'n'), ('made', 'v'), ('us', None), ('15', None), ('minutes', 'n'), ('late', 'a'), ('arriving', 'v'), ('back', 'r'), ('Heathrow', 'n'), ('cruise', 'n'), ('actually', 'r'), ('landed', 'v'), ('10', None), ('minutes', 'n'), ('early', 'r'), ('incompetent', 'a'), ('people', 'n'), ('still', 'r'), ('ready', 'a'), ('us', None), ('8', None), ('Heathrow', 'n'), ('ground', 'n'), ('crew', 'n'), ('caused', 'v'), ('us', None), ('leave', 'v'), ('45', None), ('minutes', 'n'), ('late', 'a'), ('even', 'r'), ('though', None), ('passengers', 'n'), ('boarded', 'v'), ('ready', 'a'), ('15', None), ('minutes', 'n'), ('departure', 'n'), ('time', 'n'), ('probably', 'r'), ('mean', 'v'), ('miss', 'v'), ('connection', 'n'), ('Anchorage', 'n'), ('BA', 'n'), ('clearly', 'r'), ('care', 'v'), ('know', 'v'), ('operate', 'v'), ('ground', 'n'), ('baseshameful', 'a'), ('BA', 'n'), ('joke', 'n'), ('embarrassed', 'v'), ('cant', 'v'), ('operate', 'v'), ('like', None), ('normal', 'a'), ('airline', 'n'), ('grasp', 'v'), ('concept', 'n'), ('even', 'r'), ('small', 'a'), ('hiccup', 'n'), ('cause', 'v'), ('mass', 'n'), ('ripples', 'n'), ('chaos', 'n'), ('people', 'n')]",1 Ground crew Heathrow leave 60 passenger luggage 3 bag 2 Heathrow ground crew leave 1 behind 1st two receive next day 3 Heathrow ground crew lose 3rd bag 4 time phone 3 hrs course week 4 due spend 500 health beauty item wife cruise 5 British Airways say might reimburse 3 month 6 spend 100 cab fare Barcelona Bacelona ground crew Iberia claim deliver we 7 Heathrow ground crew make we 15 minute late arrive back Heathrow cruise actually land 10 minute early incompetent people still ready we 8 Heathrow ground crew cause we leave 45 minute late even though passenger board ready 15 minute departure time probably mean miss connection Anchorage BA clearly care know operate ground baseshameful BA joke embarrassed can not operate like normal airline grasp concept even small hiccup cause mass ripple chaos people,0.1506,Neutral
"  London Heathrow to Gibraltar on 24th October 2023. I shall start by reference to the booking process. I used the BA website to reserve the seat and food the website to be easy to use and clear in every aspect. The flight was due to depart from terminal 3 but the passengers were bussed for a good 15 minutes to a different part of the airport where the aircraft was on a stand. When boarding the flight the cabin-crew kept a very low profile and this was maintained during the entire flight. The captain made 3 brief announcements during the flight. There was no in-flight entertainment. The seats were clean and comfortable enough for a short flight. The lack of catering was overt. Other than a tiny bottle of water and an inedible “breakfast bar” one had to use an online system to order even a drink and of course pay for it too. The passengers next to me could not use the online system as it doe not seem to work and the cabin refused to sell them a coffee because of this fault. Moreover, the USB charge points did not work either. Given the early hour of the flight it is a poor show that there are not even for sale items available from a trolley service. The system BA have in place is not good enough. The flight arrived on-time. The disembarkation was inefficient though and poorly managed and the crew were not to be seen. The crew were wearing the new BA uniform and it seems to reflect a downward trend of the airline. To be candid, there was any difference between this BA service and that of so-called “budget” rivals. On this route BA have a monopoly and so I did not have an option to use the services of a different company.",London Heathrow to Gibraltar on 24th October 2023 I shall start by reference to the booking process I used the BA website to reserve the seat and food the website to be easy to use and clear in every aspect The flight was due to depart from terminal 3 but the passengers were bussed for a good 15 minutes to a different part of the airport where the aircraft was on a stand When boarding the flight the cabincrew kept a very low profile and this was maintained during the entire flight The captain made 3 brief announcements during the flight There was no inflight entertainment The seats were clean and comfortable enough for a short flight The lack of catering was overt Other than a tiny bottle of water and an inedible breakfast bar one had to use an online system to order even a drink and of course pay for it too The passengers next to me could not use the online system as it doe not seem to work and the cabin refused to sell them a coffee because of this fault Moreover the USB charge points did not work either Given the early hour of the flight it is a poor show that there are not even for sale items available from a trolley service The system BA have in place is not good enough The flight arrived ontime The disembarkation was inefficient though and poorly managed and the crew were not to be seen The crew were wearing the new BA uniform and it seems to reflect a downward trend of the airline To be candid there was any difference between this BA service and that of socalled budget rivals On this route BA have a monopoly and so I did not have an option to use the services of a different company,,"[('London', 'n'), ('Heathrow', 'n'), ('Gibraltar', 'v'), ('24th', None), ('October', 'n'), ('2023', None), ('shall', None), ('start', 'v'), ('reference', 'n'), ('booking', 'n'), ('process', 'n'), ('used', 'v'), ('BA', 'n'), ('website', 'n'), ('reserve', 'v'), ('seat', 'n'), ('food', 'n'), ('website', 'n'), ('easy', 'a'), ('use', 'v'), ('clear', 'v'), ('every', None), ('aspect', 'n'), ('flight', 'n'), ('due', 'a'), ('depart', 'v'), ('terminal', 'a'), ('3', None), ('passengers', 'n'), ('bussed', 'v'), ('good', 'a'), ('15', None), ('minutes', 'n'), ('different', 'a'), ('part', 'n'), ('airport', 'n'), ('aircraft', 'n'), ('stand', 'n'), ('boarding', 'v'), ('flight', 'n'), ('cabincrew', 'n'), ('kept', 'v'), ('low', 'a'), ('profile', 'n'), ('maintained', 'v'), ('entire', 'a'), ('flight', 'n'), ('captain', 'n'), ('made', 'v'), ('3', None), ('brief', 'a'), ('announcements', 'n'), ('flight', 'n'), ('inflight', 'a'), ('entertainment', 'n'), ('seats', 'n'), ('clean', 'a'), ('comfortable', 'a'), ('enough', 'r'), ('short', 'a'), ('flight', 'n'), ('lack', 'n'), ('catering', 'n'), ('overt', None), ('tiny', 'a'), ('bottle', 'n'), ('water', 'n'), ('inedible', 'a'), ('breakfast', 'n'), ('bar', 'n'), ('one', None), ('use', 'v'), ('online', 'n'), ('system', 'n'), ('order', 'n'), ('even', 'r'), ('drink', 'n'), ('course', 'n'), ('pay', 'n'), ('passengers', 'n'), ('next', None), ('could', None), ('use', 'v'), ('online', 'n'), ('system', 'n'), ('doe', 'v'), ('seem', 'v'), ('work', 'v'), ('cabin', 'n'), ('refused', 'v'), ('sell', 'v'), ('coffee', 'n'), ('fault', 'n'), ('Moreover', 'r'), ('USB', 'n'), ('charge', 'n'), ('points', 'n'), ('work', 'v'), ('either', 'r'), ('Given', 'v'), ('early', 'a'), ('hour', 'n'), ('flight', 'n'), ('poor', 'a'), ('show', 'n'), ('even', 'r'), ('sale', 'n'), ('items', 'n'), ('available', 'a'), ('trolley', 'n'), ('service', 'n'), ('system', 'n'), ('BA', 'n'), ('place', 'n'), ('good', 'a'), ('enough', 'r'), ('flight', 'n'), ('arrived', 'v'), ('ontime', 'r'), ('disembarkation', 'n'), ('inefficient', 'a'), ('though', None), ('poorly', 'r'), ('managed', 'v'), ('crew', 'n'), ('seen', 'v'), ('crew', 'n'), ('wearing', 'v'), ('new', 'a'), ('BA', 'n'), ('uniform', 'n'), ('seems', 'v'), ('reflect', 'v'), ('downward', 'a'), ('trend', 'n'), ('airline', 'n'), ('candid', 'a'), ('difference', 'n'), ('BA', 'n'), ('service', 'n'), ('socalled', 'a'), ('budget', 'n'), ('rivals', 'n'), ('route', 'n'), ('BA', 'n'), ('monopoly', 'n'), ('option', 'n'), ('use', 'v'), ('services', 'n'), ('different', 'a'), ('company', 'n')]",London Heathrow Gibraltar 24th October 2023 shall start reference booking process use BA website reserve seat food website easy use clear every aspect flight due depart terminal 3 passenger buss good 15 minute different part airport aircraft stand boarding flight cabincrew keep low profile maintain entire flight captain make 3 brief announcement flight inflight entertainment seat clean comfortable enough short flight lack cater overt tiny bottle water inedible breakfast bar one use online system order even drink course pay passenger next could use online system doe seem work cabin refuse sell coffee fault Moreover usb charge point work either give early hour flight poor show even sale item available trolley service system BA place good enough flight arrive ontime disembarkation inefficient though poorly manage crew see crew wear new BA uniform seem reflect downward trend airline candid difference BA service socalle budget rival route BA monopoly option use service different company,0.8074,Positive
 First time flying British Airways and I would not hesitate to fly economy with them again. Flight attendants were pleasant and efficient. Excellent special meal (low sodium). Comfortable space in economy. One of my better flights.,First time flying British Airways and I would not hesitate to fly economy with them again Flight attendants were pleasant and efficient Excellent special meal low sodium Comfortable space in economy One of my better flights,,"[('First', 'a'), ('time', 'n'), ('flying', 'v'), ('British', 'a'), ('Airways', 'n'), ('would', None), ('hesitate', 'v'), ('fly', 'v'), ('economy', 'n'), ('Flight', 'v'), ('attendants', 'n'), ('pleasant', 'a'), ('efficient', 'a'), ('Excellent', 'n'), ('special', 'a'), ('meal', 'n'), ('low', 'a'), ('sodium', 'n'), ('Comfortable', 'a'), ('space', 'n'), ('economy', 'n'), ('One', None), ('better', 'a'), ('flights', 'n')]",first time fly British Airways would hesitate fly economy flight attendant pleasant efficient excellent special meal low sodium comfortable space economy one well flight,0.9287,Positive
